timestamp,eth_open,eth_high,eth_low,eth_close,eth_volume,btc_open,btc_high,btc_low,btc_close,btc_volume
2021-03-24 00:00:00,1668.2,1679.69,1647.52,1654.13,33070.14699,54342.8,54669.35,53596.32,53688.07,2878.754265
2021-03-24 01:00:00,1654.14,1678.18,1651.24,1674.01,20214.65297,53691.25,54588.0,53511.39,54466.36,2069.621473
2021-03-24 02:00:00,1674.0,1682.52,1669.74,1678.09,14750.27986,54466.38,54647.87,54350.0,54430.79,1756.511006
2021-03-24 03:00:00,1678.09,1685.0,1672.76,1678.89,16234.19365,54430.79,54769.44,54051.35,54350.54,1667.112485
2021-03-24 04:00:00,1678.89,1688.87,1669.76,1677.8,18761.33851,54350.54,54580.0,53966.89,54122.07,1650.390799
2021-03-24 05:00:00,1677.77,1683.83,1668.57,1672.85,16968.6475,54127.12,54294.82,53783.23,54100.0,2037.76106
2021-03-24 06:00:00,1672.86,1686.58,1660.0,1682.22,26861.18416,54100.0,55000.0,53700.0,54662.79,3668.396569
2021-03-24 07:00:00,1682.27,1701.0,1681.21,1695.16,26589.90081,54661.64,55612.92,54606.0,55464.2,4769.800293
2021-03-24 08:00:00,1695.19,1718.0,1695.0,1712.02,32592.69237,55464.46,56400.13,55452.14,56280.41,4871.585812
2021-03-24 09:00:00,1712.02,1719.0,1707.97,1711.68,19655.22972,56280.4,56662.08,56280.4,56404.73,3431.056068
2021-03-24 10:00:00,1711.68,1719.19,1707.7,1716.0,17955.2311,56405.11,56592.85,56028.0,56465.75,3062.558393
2021-03-24 11:00:00,1716.09,1717.79,1706.82,1714.86,17847.5353,56465.74,56600.54,56256.51,56541.03,1881.596112
2021-03-24 12:00:00,1714.83,1740.86,1714.82,1732.36,37851.42147,56536.08,57038.31,56536.08,56900.01,3523.679336
2021-03-24 13:00:00,1732.36,1736.0,1715.4,1723.99,27217.8143,56900.0,57200.0,56368.42,56759.91,3226.3056
2021-03-24 14:00:00,1724.0,1728.28,1719.75,1722.51,15534.82423,56761.86,56929.99,56450.0,56539.35,2514.753239
2021-03-24 15:00:00,1722.51,1728.64,1712.65,1721.33,24977.54398,56539.34,56641.81,56000.0,56298.12,2954.006836
2021-03-24 16:00:00,1721.33,1726.02,1700.4,1701.0,25975.22591,56298.12,56422.02,55729.46,55762.89,2997.531716
2021-03-24 17:00:00,1701.0,1708.7,1694.24,1695.36,24482.63038,55762.89,56400.0,55570.82,56125.89,2956.203026
2021-03-24 18:00:00,1695.28,1700.45,1666.0,1666.36,28378.67023,56125.9,56370.14,55300.0,55378.91,2463.770602
2021-03-24 19:00:00,1666.36,1673.4,1624.09,1635.56,51148.93279,55380.64,55571.12,54666.66,54736.53,3623.339294
2021-03-24 20:00:00,1635.35,1637.4,1580.18,1612.58,82916.96558,54736.52,54743.38,53202.0,54058.85,7329.513472
2021-03-24 21:00:00,1612.79,1620.79,1596.42,1613.08,42014.21131,54058.85,54250.0,53540.05,53749.99,3305.882221
2021-03-24 22:00:00,1612.93,1612.93,1536.92,1587.56,95982.37888,53749.99,53749.99,51700.0,52534.03,11193.616418
2021-03-24 23:00:00,1587.26,1597.92,1575.1,1581.84,35852.87193,52534.03,52987.87,52300.0,52303.65,3703.718926
2021-03-25 00:00:00,1581.88,1597.94,1572.61,1591.48,29594.49507,52303.66,52900.0,52000.0,52626.91,3818.550957
2021-03-25 01:00:00,1591.48,1593.5,1553.12,1555.1,36928.43493,52626.91,52768.46,51748.08,51830.21,4295.491111
2021-03-25 02:00:00,1555.29,1580.59,1549.4,1571.84,40817.14247,51831.13,52555.0,51500.0,52255.37,4425.195886
2021-03-25 03:00:00,1571.84,1582.41,1560.63,1572.15,22842.77733,52255.38,52561.65,51818.84,52122.86,2267.357844
2021-03-25 04:00:00,1572.22,1582.88,1564.0,1573.76,18634.98459,52131.51,52518.73,51905.58,52250.97,2280.576007
2021-03-25 05:00:00,1573.67,1592.0,1570.59,1587.16,24822.50997,52251.96,52850.0,52135.14,52686.15,2898.576135
2021-03-25 06:00:00,1587.0,1599.0,1585.84,1596.85,22870.83292,52686.15,53287.0,52653.81,52975.46,2716.600094
2021-03-25 07:00:00,1596.85,1598.56,1572.48,1573.96,24699.39022,52975.46,53130.0,52200.0,52270.71,2325.331507
2021-03-25 08:00:00,1573.95,1604.79,1572.65,1597.05,30390.6923,52270.72,52794.66,52101.0,52611.36,2720.763839
2021-03-25 09:00:00,1597.05,1612.5,1590.72,1610.48,24960.94572,52611.36,53000.0,52365.0,52944.42,2363.325497
2021-03-25 10:00:00,1610.62,1619.0,1598.27,1618.76,25381.25582,52944.95,53067.67,52520.0,52958.0,2287.576642
2021-03-25 11:00:00,1618.64,1622.0,1592.26,1592.46,34220.76077,52955.72,53160.85,52134.27,52163.19,3108.303684
2021-03-25 12:00:00,1592.45,1601.03,1554.32,1577.5,65367.52351,52163.2,52408.64,50438.88,51076.92,10807.720073
2021-03-25 13:00:00,1577.51,1602.9,1561.69,1597.61,40543.01832,51076.93,51976.95,50427.56,51653.76,6586.262081
2021-03-25 14:00:00,1597.69,1613.68,1594.16,1600.02,35847.80641,51649.9,52066.21,51046.4,51296.96,4571.040648
2021-03-25 15:00:00,1600.03,1603.74,1579.12,1594.95,37445.48657,51296.96,51521.68,50620.0,50996.15,5364.282692
2021-03-25 16:00:00,1594.95,1605.25,1570.0,1592.87,43668.35439,50996.15,51700.0,50550.0,51306.95,5642.866294
2021-03-25 17:00:00,1593.1,1609.0,1587.0,1603.84,23697.31806,51303.96,51811.13,51102.45,51620.6,2738.112891
2021-03-25 18:00:00,1603.84,1619.0,1599.68,1612.39,26171.33493,51620.61,52532.0,51500.0,52236.72,3466.099951
2021-03-25 19:00:00,1612.58,1615.89,1600.74,1605.05,18441.49518,52225.0,52300.0,51619.72,52195.19,2450.567176
2021-03-25 20:00:00,1605.14,1613.62,1599.28,1603.14,19315.23572,52195.19,52700.0,51820.0,51980.75,2724.343164
2021-03-25 21:00:00,1603.06,1610.52,1596.87,1609.86,9808.67303,51981.6,52575.39,51937.19,52437.1,1473.662357
2021-03-25 22:00:00,1609.87,1616.51,1577.31,1583.21,28770.08594,52437.21,52720.24,51578.93,51741.6,3342.126288
2021-03-25 23:00:00,1583.19,1594.61,1581.49,1585.74,16456.44841,51734.03,52048.41,51220.72,51293.78,2725.80172
2021-03-26 00:00:00,1585.83,1628.96,1585.79,1620.51,31386.50933,51293.78,52258.47,51214.6,52083.14,3107.222289
2021-03-26 01:00:00,1620.46,1628.67,1616.17,1627.09,22452.95076,52083.13,52350.0,51966.66,52255.41,2051.392379
2021-03-26 02:00:00,1627.08,1628.67,1610.0,1613.33,19884.55935,52255.41,52364.87,51551.0,51696.7,2151.71252
2021-03-26 03:00:00,1613.34,1625.5,1613.34,1618.73,18010.30028,51696.7,52723.68,51696.7,52407.19,2341.379132
2021-03-26 04:00:00,1618.73,1623.47,1610.01,1619.41,16165.90006,52407.19,52774.71,52172.34,52693.13,1990.736097
2021-03-26 05:00:00,1619.42,1626.78,1617.0,1623.49,19769.23933,52693.13,52899.01,52500.86,52825.67,2442.408592
2021-03-26 06:00:00,1623.49,1624.0,1614.01,1617.17,16439.62892,52822.29,52883.09,52462.16,52582.45,1853.445965
2021-03-26 07:00:00,1617.02,1636.51,1610.21,1629.54,29752.17865,52582.44,53600.9,52400.86,53569.85,4262.213656
2021-03-26 08:00:00,1629.32,1637.1,1622.4,1626.62,28151.49306,53569.24,53826.48,53164.34,53365.17,4277.038153
2021-03-26 09:00:00,1626.62,1631.0,1615.53,1618.77,21711.52265,53365.17,53600.0,53205.29,53331.62,2018.783494
2021-03-26 10:00:00,1618.77,1626.83,1616.09,1623.56,18721.39988,53331.62,53579.98,53169.0,53378.06,1879.141521
2021-03-26 11:00:00,1623.56,1626.41,1612.32,1617.82,25203.84993,53378.06,53450.0,52570.0,52710.96,4910.150297
2021-03-26 12:00:00,1617.81,1635.0,1612.91,1634.62,22717.55018,52710.95,53242.96,52508.19,53001.57,2859.894107
2021-03-26 13:00:00,1634.62,1650.78,1627.33,1647.73,28584.85082,53001.57,53325.35,52731.49,53316.82,2320.578703
2021-03-26 14:00:00,1647.83,1651.0,1639.0,1644.18,19835.96202,53316.81,53500.0,53108.36,53414.09,2174.358984
2021-03-26 15:00:00,1644.25,1646.6,1636.0,1641.28,15726.14041,53414.1,53542.0,53210.01,53308.27,2174.156905
2021-03-26 16:00:00,1641.28,1667.76,1634.31,1666.27,33527.38659,53315.54,54060.24,52888.81,53776.05,4853.624034
2021-03-26 17:00:00,1666.15,1668.87,1656.6,1663.67,19834.35304,53776.14,53908.2,53500.0,53823.98,2110.343066
2021-03-26 18:00:00,1663.84,1666.81,1652.98,1658.51,16114.94635,53826.34,53913.79,53463.49,53682.52,2058.328718
2021-03-26 19:00:00,1658.65,1665.97,1654.35,1664.4,13084.29984,53682.51,53813.9,53528.35,53778.55,1472.068747
2021-03-26 20:00:00,1664.4,1675.17,1661.77,1663.6,20652.45209,53773.38,54270.53,53773.38,53960.0,3098.794306
2021-03-26 21:00:00,1663.77,1691.72,1663.17,1689.99,15836.75045,53960.0,54599.66,53950.16,54574.41,2342.535017
2021-03-26 22:00:00,1690.0,1695.59,1676.06,1681.93,21665.09338,54574.4,54773.0,54329.79,54383.14,2638.526155
2021-03-26 23:00:00,1681.8,1699.93,1679.61,1698.84,20241.6117,54383.15,55073.46,54292.0,55025.59,2424.941855
2021-03-27 00:00:00,1698.84,1718.48,1693.47,1694.45,36525.47229,55025.59,55555.0,54716.31,54745.38,3813.287491
2021-03-27 01:00:00,1694.33,1707.1,1686.48,1691.3,20878.86475,54745.37,54972.32,54558.67,54682.64,2538.822451
2021-03-27 02:00:00,1691.31,1699.37,1686.65,1695.13,15642.52778,54682.64,54886.51,54495.12,54745.0,1287.989308
2021-03-27 03:00:00,1695.13,1697.53,1688.95,1693.0,10715.31101,54745.01,54838.98,54560.51,54760.97,983.715616
2021-03-27 04:00:00,1693.01,1704.18,1691.0,1696.1,12933.85825,54759.96,55236.76,54660.11,54944.72,1853.105088
2021-03-27 05:00:00,1696.1,1703.57,1690.66,1700.37,12599.83629,54944.72,55378.7,54698.28,55177.81,1819.661663
2021-03-27 06:00:00,1700.38,1705.0,1696.76,1699.77,13859.15183,55177.89,55283.65,54957.43,55027.16,1532.809292
2021-03-27 07:00:00,1699.63,1700.53,1682.51,1692.06,18742.90251,55027.16,55088.14,54733.65,54950.28,1643.401774
2021-03-27 08:00:00,1692.11,1694.83,1681.68,1692.86,18410.44162,54950.27,55146.23,54641.63,54925.06,1774.051877
2021-03-27 09:00:00,1692.75,1698.1,1688.0,1697.77,12173.36116,54925.05,55030.24,54781.64,55013.42,1104.076712
2021-03-27 10:00:00,1697.92,1701.26,1686.67,1686.78,15938.32997,55013.42,55105.85,54672.98,54680.0,1823.376951
2021-03-27 11:00:00,1686.92,1688.34,1675.64,1681.12,22785.71892,54680.01,54814.89,54311.6,54442.89,2715.098748
2021-03-27 12:00:00,1681.15,1685.11,1666.41,1679.2,25760.24304,54442.89,54592.97,53950.0,54291.28,3025.906708
2021-03-27 13:00:00,1679.07,1687.06,1670.36,1683.66,17520.80271,54291.29,54847.47,54066.42,54735.64,1817.708577
2021-03-27 14:00:00,1683.67,1683.85,1674.42,1681.01,14313.13977,54735.64,54745.81,54376.08,54630.06,1515.538586
2021-03-27 15:00:00,1681.05,1690.0,1678.31,1682.5,17860.58267,54630.06,55041.79,54501.29,54961.85,1871.177567
2021-03-27 16:00:00,1682.54,1708.0,1682.33,1706.43,36233.77945,54961.85,56220.0,54949.27,56167.46,4967.786007
2021-03-27 17:00:00,1706.4,1711.94,1703.98,1710.59,20334.70836,56163.52,56271.0,55838.73,56084.74,2788.990927
2021-03-27 18:00:00,1710.61,1711.35,1699.84,1704.54,14258.50569,56081.46,56086.0,55556.0,55728.93,1829.789725
2021-03-27 19:00:00,1704.54,1708.34,1700.31,1704.16,15426.58535,55728.92,55900.0,55621.0,55765.01,1160.073603
2021-03-27 20:00:00,1704.27,1719.0,1701.74,1717.52,16727.41408,55765.01,55900.01,55680.68,55858.74,1197.780803
2021-03-27 21:00:00,1717.52,1732.5,1715.84,1728.27,18664.84612,55858.73,56700.36,55675.0,56433.17,3146.20652
2021-03-27 22:00:00,1728.27,1732.67,1715.17,1723.59,17989.32766,56433.17,56605.93,56024.67,56370.94,2002.301364
2021-03-27 23:00:00,1723.68,1726.78,1710.55,1712.63,17549.78829,56373.5,56440.0,55730.0,55817.14,1892.817697
2021-03-28 00:00:00,1712.52,1717.59,1700.66,1709.55,16700.12564,55817.14,56200.0,55572.0,56020.28,2235.455
2021-03-28 01:00:00,1709.55,1715.06,1706.05,1711.55,11278.12013,56020.29,56182.88,55720.0,56068.69,1365.792568
2021-03-28 02:00:00,1711.47,1713.45,1705.14,1707.34,12197.33147,56068.69,56113.08,55742.94,55804.92,1407.042222
2021-03-28 03:00:00,1707.35,1714.27,1706.22,1710.97,10906.42311,55804.92,56161.67,55738.17,56052.05,1153.920001
2021-03-28 04:00:00,1711.0,1722.08,1708.39,1718.48,12482.67385,56052.52,56496.0,56052.52,56272.49,1608.604624
2021-03-28 05:00:00,1718.49,1722.86,1714.81,1721.77,10653.24915,56272.49,56407.86,56104.49,56269.49,965.546625
2021-03-28 06:00:00,1722.01,1722.42,1709.81,1712.92,10822.39262,56264.9,56319.56,55831.43,55935.61,1197.029461
2021-03-28 07:00:00,1712.91,1718.88,1711.16,1718.06,9418.24329,55935.61,56400.01,55865.62,56200.66,1269.246424
2021-03-28 08:00:00,1717.91,1719.49,1710.63,1718.71,10143.23235,56200.66,56300.0,55976.99,56296.57,1089.739304
2021-03-28 09:00:00,1718.71,1725.66,1709.75,1713.37,16457.548,56296.57,56559.75,56026.19,56114.95,1703.627296
2021-03-28 10:00:00,1713.38,1715.22,1701.66,1710.92,15596.49451,56117.75,56181.83,55683.56,56085.93,1817.708478
2021-03-28 11:00:00,1710.91,1710.92,1699.63,1703.23,14763.59939,56085.93,56085.94,55777.0,55787.03,1395.390651
2021-03-28 12:00:00,1703.36,1707.51,1682.06,1691.34,22897.00706,55787.02,56000.0,55291.13,55525.24,2202.098454
2021-03-28 13:00:00,1691.34,1698.72,1689.48,1694.49,15918.71757,55525.25,55895.65,55461.01,55750.0,1325.181086
2021-03-28 14:00:00,1694.41,1703.21,1688.64,1700.24,14407.22751,55750.0,55842.5,55500.25,55800.0,1498.585575
2021-03-28 15:00:00,1700.23,1710.91,1695.5,1709.0,19606.72163,55800.0,56375.19,55654.1,56354.35,2105.252254
2021-03-28 16:00:00,1709.01,1714.47,1699.43,1704.56,15103.15895,56356.98,56490.0,56016.12,56275.59,2003.533285
2021-03-28 17:00:00,1704.56,1709.35,1698.94,1702.54,16159.38808,56275.59,56325.68,55803.19,55967.73,1986.584862
2021-03-28 18:00:00,1702.53,1705.52,1673.02,1673.67,21645.22324,55967.73,56000.0,55159.17,55192.08,2296.061435
2021-03-28 19:00:00,1673.67,1679.65,1661.4,1675.03,24072.76073,55192.08,55414.01,54691.84,55208.69,3037.571132
2021-03-28 20:00:00,1675.03,1677.0,1664.63,1667.49,14831.15265,55208.7,55210.47,54743.18,54860.0,1697.208073
2021-03-28 21:00:00,1667.49,1680.55,1665.08,1674.34,8431.3579,54859.99,55370.45,54819.4,55140.01,1060.813536
2021-03-28 22:00:00,1674.37,1686.17,1671.04,1683.82,13018.2315,55140.01,55655.53,55000.0,55600.01,1412.656832
2021-03-28 23:00:00,1683.82,1689.24,1676.57,1687.01,11385.13281,55600.01,55884.4,55511.8,55777.63,1215.738333
2021-03-29 00:00:00,1687.16,1692.85,1681.25,1684.62,13124.43155,55777.65,56013.76,55290.0,55409.67,2071.045479
2021-03-29 01:00:00,1684.63,1687.81,1677.85,1684.51,14094.34574,55409.68,55500.0,54977.8,55241.28,1598.266576
2021-03-29 02:00:00,1684.51,1698.12,1681.9,1694.89,14714.44851,55241.29,55515.36,55151.26,55349.99,1797.373217
2021-03-29 03:00:00,1695.19,1701.0,1694.19,1696.12,11584.78965,55354.67,55554.4,55276.51,55371.6,1157.888636
2021-03-29 04:00:00,1696.51,1702.0,1693.07,1696.83,11490.91393,55371.61,55522.0,55107.08,55315.01,1701.17971
2021-03-29 05:00:00,1696.83,1699.98,1685.5,1688.72,13787.7986,55315.01,55425.26,54848.98,55048.8,2153.129346
2021-03-29 06:00:00,1689.0,1698.98,1688.7,1697.12,11391.69475,55048.8,55656.64,54800.01,55401.26,2624.405151
2021-03-29 07:00:00,1697.12,1707.85,1696.52,1704.24,18082.94961,55401.26,56167.37,55358.94,55911.99,2920.308077
2021-03-29 08:00:00,1704.24,1739.5,1704.24,1735.1,36359.64159,55911.99,57230.0,55911.99,57126.15,4953.178951
2021-03-29 09:00:00,1735.03,1766.9,1735.01,1758.01,55247.99561,57129.58,58225.0,56966.54,57922.2,6364.379538
2021-03-29 10:00:00,1757.93,1771.72,1753.28,1770.99,40857.04181,57922.2,58350.0,57777.87,58024.51,4216.172753
2021-03-29 11:00:00,1770.8,1775.17,1760.05,1764.29,22849.55622,58024.5,58100.0,57609.81,57854.32,3166.067618
2021-03-29 12:00:00,1764.3,1787.17,1763.79,1775.0,32666.70972,57854.14,58405.82,57792.05,58035.18,3524.585427
2021-03-29 13:00:00,1774.99,1787.71,1767.84,1781.61,24103.78552,58035.19,58200.0,57808.8,57960.17,2105.236427
2021-03-29 14:00:00,1781.61,1786.15,1776.31,1781.99,20121.87602,57960.65,58174.24,57837.83,58130.06,3009.312864
2021-03-29 15:00:00,1781.98,1789.99,1760.19,1787.86,36183.1176,58130.05,58182.13,57267.98,57719.74,6372.193904
2021-03-29 16:00:00,1787.86,1812.76,1775.98,1806.43,53664.27153,57719.74,57845.0,57170.0,57624.77,3104.75509
2021-03-29 17:00:00,1806.54,1841.0,1802.75,1834.45,59657.2487,57622.63,58290.0,57571.42,57924.69,3251.681483
2021-03-29 18:00:00,1834.44,1838.62,1814.96,1827.5,45932.60234,57924.69,58021.19,57561.22,57819.99,2358.379227
2021-03-29 19:00:00,1827.7,1831.06,1808.98,1816.08,28158.02609,57820.0,57870.01,57317.02,57676.42,2131.841296
2021-03-29 20:00:00,1816.1,1819.0,1805.5,1808.14,29814.68178,57676.41,57733.95,57103.43,57277.13,2539.76849
2021-03-29 21:00:00,1808.04,1819.05,1806.79,1808.85,13438.88126,57281.79,57641.47,57160.0,57547.6,1773.72325
2021-03-29 22:00:00,1808.84,1816.82,1806.95,1813.77,15392.84121,57547.6,57900.0,57478.74,57747.01,1508.923297
2021-03-29 23:00:00,1813.78,1823.56,1798.86,1816.74,25004.81453,57747.0,57782.2,57297.31,57635.47,1454.141591
2021-03-30 00:00:00,1816.76,1828.0,1809.87,1810.14,23486.5831,57635.46,57769.01,57405.23,57520.41,1518.865216
2021-03-30 01:00:00,1810.13,1812.94,1800.19,1807.5,21958.68804,57520.41,57612.4,57259.48,57439.67,2383.174636
2021-03-30 02:00:00,1807.5,1807.5,1786.3,1793.87,27929.85701,57439.67,57450.0,57175.02,57322.02,1655.608498
2021-03-30 03:00:00,1793.88,1803.21,1791.59,1797.25,19969.73648,57322.84,57391.74,57117.36,57181.33,1542.713985
2021-03-30 04:00:00,1797.27,1813.76,1787.94,1803.94,22239.0454,57181.33,57839.16,57071.35,57567.01,2296.115065
2021-03-30 05:00:00,1803.91,1809.91,1797.76,1808.37,14879.93305,57567.01,57692.97,57369.5,57670.13,1700.34384
2021-03-30 06:00:00,1808.37,1824.0,1803.07,1816.51,24283.32965,57670.14,58277.0,57505.49,58056.0,2326.61064
2021-03-30 07:00:00,1816.52,1825.0,1812.46,1818.01,19803.61618,58056.01,58272.6,57938.38,58116.17,2286.435783
2021-03-30 08:00:00,1818.0,1822.41,1804.3,1814.31,23768.41639,58116.16,58200.0,57726.72,57940.0,2180.462041
2021-03-30 09:00:00,1814.3,1836.2,1810.0,1834.29,36783.83838,57940.0,58923.26,57842.82,58873.91,4935.511609
2021-03-30 10:00:00,1834.29,1846.44,1822.99,1836.22,51351.60008,58873.91,59335.0,58625.0,58842.87,5932.477265
2021-03-30 11:00:00,1836.0,1849.74,1835.48,1848.79,32480.13331,58842.87,59246.93,58837.6,59240.34,2607.64886
2021-03-30 12:00:00,1848.86,1849.04,1835.38,1839.65,22172.83632,59240.33,59368.0,59015.32,59112.81,2817.346731
2021-03-30 13:00:00,1839.74,1844.61,1830.12,1832.76,29494.56878,59112.81,59265.18,58819.19,58890.01,3403.891044
2021-03-30 14:00:00,1832.75,1842.32,1826.05,1836.94,25291.01408,58890.01,58999.14,58626.92,58865.9,2524.060038
2021-03-30 15:00:00,1836.93,1840.65,1826.87,1830.61,24996.37395,58865.9,58948.4,58500.0,58526.42,2265.278432
2021-03-30 16:00:00,1830.61,1836.44,1827.78,1831.07,22202.13353,58526.43,58825.0,58470.0,58698.26,2018.91882
2021-03-30 17:00:00,1831.08,1836.9,1831.07,1834.91,20278.45372,58698.26,58888.0,58656.71,58700.0,1371.586003
2021-03-30 18:00:00,1835.14,1846.52,1835.0,1842.12,18267.93282,58699.99,59107.84,58699.99,58853.02,1916.959052
2021-03-30 19:00:00,1842.12,1858.29,1839.38,1858.27,25608.58373,58853.02,59060.0,58700.0,59060.0,1508.342789
2021-03-30 20:00:00,1858.27,1859.13,1833.5,1839.79,24157.3212,59060.0,59086.65,58380.02,58627.0,2548.967892
2021-03-30 21:00:00,1839.78,1846.0,1838.6,1844.81,10882.36931,58627.0,58840.0,58542.18,58722.88,833.346344
2021-03-30 22:00:00,1844.86,1849.0,1836.7,1839.01,12876.44186,58722.89,58900.0,58615.0,58682.41,1112.28554
2021-03-30 23:00:00,1838.95,1843.99,1837.01,1840.46,13679.19889,58682.41,58769.96,58531.7,58746.57,1435.492999
2021-03-31 00:00:00,1840.41,1858.46,1839.01,1858.03,23768.86682,58746.57,59015.0,58631.65,58991.52,1856.658978
2021-03-31 01:00:00,1858.03,1862.55,1843.63,1847.62,16858.71644,58991.52,59050.0,58799.81,58885.76,1462.525429
2021-03-31 02:00:00,1847.63,1847.7,1838.48,1839.16,22843.09796,58885.76,58913.74,58638.0,58646.12,1675.452499
2021-03-31 03:00:00,1839.3,1839.38,1810.99,1823.17,30217.49961,58646.11,58714.28,58369.0,58608.63,2120.525417
2021-03-31 04:00:00,1823.18,1827.77,1815.82,1824.73,18528.81834,58608.62,58779.63,58476.81,58716.86,1677.411188
2021-03-31 05:00:00,1824.99,1833.89,1819.99,1832.24,13477.93152,58716.87,58719.0,58550.0,58710.95,1450.802838
