timestamp,open,high,low,close,volume
2026-02-03 20:00:00,99.01,102.07,98.31,101.14,463864.095
2026-02-03 21:00:00,101.14,101.85,100.0,100.2,217826.199
2026-02-03 22:00:00,100.21,100.29,98.15,98.48,174220.531
2026-02-03 23:00:00,98.48,98.6,97.21,97.89,231590.134
2026-02-04 00:00:00,97.89,98.8,97.17,97.99,159961.645
2026-02-04 01:00:00,97.99,99.67,97.99,99.12,218613.585
2026-02-04 02:00:00,99.12,99.2,97.41,97.93,114405.673
2026-02-04 03:00:00,97.94,99.64,97.92,99.13,152272.144
2026-02-04 04:00:00,99.12,99.35,98.04,98.09,92965.528
2026-02-04 05:00:00,98.1,98.46,96.46,97.02,179530.995
2026-02-04 06:00:00,97.02,98.8,96.78,98.25,152204.959
2026-02-04 07:00:00,98.25,98.25,97.41,97.9,137254.97
2026-02-04 08:00:00,97.91,97.96,96.77,97.73,129646.36
2026-02-04 09:00:00,97.72,97.79,96.76,97.14,218414.914
2026-02-04 10:00:00,97.14,97.29,96.76,97.03,137721.348
2026-02-04 11:00:00,97.03,97.07,94.71,96.11,538023.224
2026-02-04 12:00:00,96.12,96.73,95.86,96.47,115606.188
2026-02-04 13:00:00,96.47,96.48,94.17,94.39,239663.684
2026-02-04 14:00:00,94.38,95.04,92.95,93.13,424135.443
2026-02-04 15:00:00,93.12,94.2,91.31,92.79,528333.294
2026-02-04 16:00:00,92.8,93.13,90.98,91.97,433203.065
2026-02-04 17:00:00,91.97,92.63,90.0,91.44,421163.314
2026-02-04 18:00:00,91.45,93.24,90.35,92.3,451732.674
2026-02-04 19:00:00,92.3,94.71,92.28,94.38,315268.825
2026-02-04 20:00:00,94.38,94.5,93.0,93.24,165959.333
2026-02-04 21:00:00,93.24,93.39,90.73,91.32,329000.461
2026-02-04 22:00:00,91.33,92.9,89.3,90.82,348795.709
2026-02-04 23:00:00,90.82,92.94,90.26,92.12,247582.036
2026-02-05 00:00:00,92.11,92.76,91.37,91.74,135956.978
2026-02-05 01:00:00,91.75,92.89,90.52,91.94,229315.953
2026-02-05 02:00:00,91.94,92.72,90.7,90.93,251723.337
2026-02-05 03:00:00,90.92,91.69,90.24,91.15,233855.042
2026-02-05 04:00:00,91.14,91.92,90.32,91.13,309041.126
2026-02-05 05:00:00,91.13,92.11,89.92,91.17,338190.784
2026-02-05 06:00:00,91.17,91.24,89.68,90.21,290107.668
2026-02-05 07:00:00,90.22,91.66,90.16,90.54,206321.3
2026-02-05 08:00:00,90.55,92.46,90.55,91.77,187136.515
2026-02-05 09:00:00,91.77,93.43,91.74,92.5,221009.002
2026-02-05 10:00:00,92.51,92.66,89.8,90.31,256513.571
2026-02-05 11:00:00,90.31,90.82,88.66,89.98,396887.146
2026-02-05 12:00:00,89.98,90.76,88.68,89.53,335956.945
2026-02-05 13:00:00,89.52,90.06,88.2,88.48,235626.321
2026-02-05 14:00:00,88.48,91.43,88.31,88.6,402176.134
2026-02-05 15:00:00,88.6,88.99,83.44,84.61,1244012.124
2026-02-05 16:00:00,84.61,86.2,83.69,85.55,620015.939
2026-02-05 17:00:00,85.55,85.73,82.44,82.7,566133.877
2026-02-05 18:00:00,82.7,83.34,81.21,82.96,519726.287
2026-02-05 19:00:00,82.96,83.31,81.41,81.68,257589.954
2026-02-05 20:00:00,81.68,82.3,77.68,78.84,1411253.151
2026-02-05 21:00:00,78.84,81.2,78.38,79.0,617082.215
2026-02-05 22:00:00,79.01,80.68,77.6,79.81,540957.902
2026-02-05 23:00:00,79.81,81.63,78.08,78.35,436766.209
